"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663371.1","Un",574026,575800,"+","-","HCBG_06414","EEH05295.1",563,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",577392,579383,"-","-","HCBG_06415","EEH05296.1",663,"hypothetical protein HCBG_06415","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",580128,580499,"+","-","HCBG_06416","EEH05297.1",123,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",585024,586261,"-","-","HCBG_06417","EEH05298.1",359,"V-SNARE","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",588060,588951,"+","-","HCBG_06418","EEH05299.1",175,"cytochrome c oxidase polypeptide VI","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",590412,593356,"-","-","HCBG_06419","EEH05300.1",802,"fungal specific transcription factor domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",594322,596225,"-","-","HCBG_06420","EEH05301.1",539,"multidrug resistant protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",598470,602558,"+","-","HCBG_06421","EEH05302.1",1362,"phosphoribosylformylglycinamidine synthase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",603050,605820,"-","-","HCBG_06422","EEH05303.1",900,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",606089,607539,"+","-","HCBG_06423","EEH05304.1",396,"alpha-1,2 mannosyltransferase KTR1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",609193,611241,"-","-","HCBG_06424","EEH05305.1",682,"peptidase S8 and S53","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",612481,614493,"-","-","HCBG_06425","EEH05306.1",660,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",614803,615702,"+","-","HCBG_06426","EEH05307.1",239,"SNARE domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",615937,617423,"-","-","HCBG_06427","EEH05308.1",403,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",618672,619989,"-","-","HCBG_06428","EEH05309.1",383,"nitrogen metabolic regulation protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",621560,625296,"+","-","HCBG_06429","EEH05310.1",610,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",626467,627704,"-","-","HCBG_06430","EEH05311.1",340,"alcohol dehydrogenase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",628658,630551,"-","-","HCBG_06431","EEH05312.1",559,"lysophospholipase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",631800,632099,"+","-","HCBG_06432","EEH05313.1",99,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",632897,634218,"-","-","HCBG_06433","EEH05314.1",411,"C6 zinc finger domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",635408,636782,"+","-","HCBG_06434","EEH05315.1",178,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",637159,638839,"-","-","HCBG_06435","EEH05316.1",354,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",639780,640488,"+","-","HCBG_06436","EEH05317.1",179,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",640836,642990,"+","-","HCBG_06437","EEH05318.1",604,"oligopeptide transporter","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",644637,646868,"-","-","HCBG_06438","EEH05319.1",709,"LCCL domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",648110,650325,"+","-","HCBG_06439","EEH05320.1",664,"aromatic amino acid aminotransferase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",650976,651956,"+","-","HCBG_06440","EEH05321.1",326,"impact family protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",652080,654883,"-","-","HCBG_06441","EEH05322.1",697,"acetoacetyl-CoA synthase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",656677,657354,"-","-","HCBG_06442","EEH05323.1",177,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",660531,661443,"-","-","HCBG_06443","EEH05324.1",70,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",662574,663812,"+","-","HCBG_06444","EEH05325.1",412,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",665736,667104,"+","-","HCBG_06445","EEH05326.1",372,"60S ribosomal protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",668769,669724,"-","-","HCBG_06446","EEH05327.1",172,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",670240,673403,"+","-","HCBG_06447","EEH05328.1",1005,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",674639,677190,"+","-","HCBG_06448","EEH05329.1",781,"DnaJ domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",680079,681024,"+","-","HCBG_06449","EEH05330.1",223,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",683614,685574,"+","-","HCBG_06450","EEH05331.1",593,"pre-mRNA-processing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",686294,689295,"-","-","HCBG_06451","EEH05332.1",929,"periodic tryptophan protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",689665,691203,"+","-","HCBG_06452","EEH05333.1",388,"septin","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",691746,693400,"+","-","HCBG_06453","EEH05334.1",376,"WD domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",694306,696142,"-","-","HCBG_06454","EEH05335.1",512,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",697711,698572,"+","-","HCBG_06455","EEH05336.1",192,"hypothetical protein HCBG_06455","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",700136,704500,"-","-","HCBG_06456","EEH05337.1",1454,"exonuclease","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",704997,706744,"+","-","HCBG_06457","EEH05338.1",435,"chromatin assembly factor 1 subunit C","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",707942,709292,"+","-","HCBG_06458","EEH05339.1",390,"GTP cyclohydrolase I","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",711509,714157,"+","-","HCBG_06459","EEH05340.1",882,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",714966,715898,"-","-","HCBG_06460","EEH05341.1",170,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",717063,720443,"+","-","HCBG_06461","EEH05342.1",1085,"latrunculin sensitive kinase Lsk1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",721560,722852,"-","-","HCBG_06462","EEH05343.1",406,"peroxisomal NADH pyrophosphatase NUDT12","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",722985,724548,"+","-","HCBG_06463","EEH05344.1",335,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",725042,726520,"-","-","HCBG_06464","EEH05345.1",492,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",727513,730042,"+","-","HCBG_06465","EEH05346.1",827,"dynamin family protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",731521,733519,"-","-","HCBG_06466","EEH05347.1",416,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",734550,737195,"-","-","HCBG_06467","EEH05348.1",833,"DNA repair helicase RAD25","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",738007,738512,"+","-","HCBG_06468","EEH05349.1",132,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",739477,740027,"+","-","HCBG_06469","EEH05350.1",104,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",742745,744133,"-","-","HCBG_06470","EEH05351.1",180,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",744728,748536,"-","-","HCBG_06471","EEH05352.1",1215,"ankyrin repeat protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",748894,749543,"+","-","HCBG_06472","EEH05353.1",191,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",758332,760224,"+","-","HCBG_06473","EEH05354.1",593,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",761371,762147,"+","-","HCBG_06474","EEH05355.1",258,"ThiJ/PfpI family protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",762951,763667,"-","-","HCBG_06475","EEH05356.1",238,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",765373,769598,"-","-","HCBG_06476","EEH05357.1",1323,"serine/threonine-protein kinase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",770217,772142,"+","-","HCBG_06477","EEH05358.1",641,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",773223,773417,"-","-","HCBG_06478","EEH05359.1",64,"hypothetical protein HCBG_06478","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",775416,776419,"-","-","HCBG_06479","EEH05360.1",210,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",777291,781744,"-","-","HCBG_06480","EEH05361.1",1124,"ubiquitin carboxyl-terminal hydrolase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",783104,784384,"+","-","HCBG_06481","EEH05362.1",300,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",784651,786730,"-","-","HCBG_06482","EEH05363.1",531,"cat eye syndrome critical region protein 1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",787425,788609,"+","-","HCBG_06483","EEH05364.1",394,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",789962,791607,"+","-","HCBG_06484","EEH05365.1",452,"pyruvate dehydrogenase kinase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",792248,794809,"+","-","HCBG_06485","EEH05366.1",826,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",795457,796713,"+","-","HCBG_06486","EEH05367.1",418,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",797917,798647,"+","-","HCBG_06487","EEH05368.1",128,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",799456,800675,"-","-","HCBG_06488","EEH05369.1",247,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",800952,805125,"-","-","HCBG_06489","EEH05370.1",1210,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",805889,806995,"-","-","HCBG_06490","EEH05371.1",346,"eukaryotic translation initiation factor 4E","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",808101,810052,"-","-","HCBG_06491","EEH05372.1",148,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",811288,812739,"+","-","HCBG_06492","EEH05373.1",408,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",814333,814974,"-","-","HCBG_06493","EEH05374.1",213,"glutathione S-transferase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",816425,818440,"+","-","HCBG_06494","EEH05375.1",630,"fatty acid transporter","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",818792,819836,"-","-","HCBG_06495","EEH05376.1",326,"membrane dipeptidase GliJ","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",821554,825332,"-","-","HCBG_06496","EEH05377.1",1232,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",825925,826216,"-","-","HCBG_06497","EEH05378.1",66,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",827261,828823,"+","-","HCBG_06498","EEH05379.1",500,"flavin-containing monooxygenase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",829443,833464,"+","-","HCBG_06499","EEH05380.1",1120,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",834462,835784,"+","-","HCBG_06500","EEH05381.1",440,"translation initiation factor eIF-2B subunit family protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",836438,840511,"+","-","HCBG_06501","EEH05382.1",1357,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",841490,843217,"-","-","HCBG_06502","EEH05383.1",575,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",843952,845091,"+","-","HCBG_06503","EEH05384.1",321,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",845379,845731,"-","-","HCBG_06504","EEH05385.1",102,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",847637,847891,"+","-","HCBG_06505","EEH05386.1",84,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",849422,855097,"-","-","HCBG_06506","EEH05387.1",1751,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",857165,857732,"+","-","HCBG_06507","EEH05388.1",101,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",859294,860626,"+","-","HCBG_06508","EEH05389.1",421,"GIY-YIG catalytic domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",860679,861435,"-","-","HCBG_06509","EEH05390.1",232,"thymidylate kinase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",861675,863342,"+","-","HCBG_06510","EEH05391.1",465,"tRNA-guanine transglycosylase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",865168,866969,"+","-","HCBG_06511","EEH05392.1",503,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",867897,870126,"-","-","HCBG_06512","EEH05393.1",713,"methylenetetrahydrofolate reductase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",871446,872738,"+","-","HCBG_06513","EEH05394.1",339,"alpha/beta hydrolase fold-3 domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",873200,873850,"+","-","HCBG_06514","EEH05395.1",216,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",874072,874935,"-","-","HCBG_06515","EEH05396.1",152,"nucleoside diphosphate kinase","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",875364,878393,"+","-","HCBG_06516","EEH05397.1",968,"glucosidase II alpha subunit","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",880817,881973,"+","-","HCBG_06517","EEH05398.1",279,"PQ loop repeat protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",883598,884763,"+","-","HCBG_06518","EEH05399.1",330,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",885260,886400,"-","-","HCBG_06519","EEH05400.1",309,"tetraspanin","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",887352,888414,"+","-","HCBG_06520","EEH05401.1",299,"50S ribosomal protein L1","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",888582,889615,"-","-","HCBG_06521","EEH05402.1",321,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",890221,890685,"+","-","HCBG_06522","EEH05403.1",154,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",890774,891490,"+","-","HCBG_06523","EEH05404.1",238,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",891968,893344,"-","-","HCBG_06524","EEH05405.1",401,"cytosolic Fe-S cluster assembling factor","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",893821,895127,"-","-","HCBG_06525","EEH05406.1",387,"UBX domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",895767,896314,"+","-","HCBG_06526","EEH05407.1",136,"mitochondrial import protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",896841,898524,"+","-","HCBG_06527","EEH05408.1",499,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",899533,901185,"-","-","HCBG_06528","EEH05409.1",480,"transcription factor TFIID complex subunit Taf11","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",902041,903780,"-","-","HCBG_06529","EEH05410.1",551,"S-adenosylmethionine decarboxylase proenzyme","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",904070,904536,"-","-","HCBG_06530","EEH05411.1",58,"predicted protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",907139,909451,"-","-","HCBG_06531","EEH05412.1",491,"transcription initiation factor TFIID complex 60 kDa subunit","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",910701,912165,"-","-","HCBG_06532","EEH05413.1",461,"CRAL/TRIO domain-containing protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",913676,915469,"+","-","HCBG_06533","EEH05414.1",575,"hypothetical protein HCBG_06533","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",916996,918105,"-","-","HCBG_06534","EEH05415.1",300,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",919787,924683,"-","-","HCBG_06535","EEH05416.1",1572,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
"GG663371.1","Un",939143,940804,"+","-","HCBG_06536","EEH05417.1",553,"conserved hypothetical protein","supercont2.9","unplaced-scaffold","na","na","<>","na","Primary Assembly",1250234,"na","supercont2.9","Supercontig_2.9"
