"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026754.1","10",302059,303476,"-",23888202,"-","CNAG_04825","XP_012051942.1",375,"hypothetical protein CNAG_04825","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",303687,306024,"+",23888201,"-","CNAG_04824","XP_012052230.1",679,"mitotic spindle assembly checkpoint protein MAD1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",306229,307677,"-",23888200,"-","CNAG_04823","XP_012051943.1",179,"peptidyl-prolyl cis-trans isomerase H","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",307949,309341,"+",23888199,"-","CNAG_04822","XP_012051944.1",348,"deoxyhypusine synthase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",309504,312065,"+",23888198,"-","CNAG_04821","XP_012052229.1",681,"PAB-dependent poly(A)-specific ribonuclease subunit PAN3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",312684,313388,"-",23888197,"-","CNAG_04820","XP_012052228.1",170,"hypothetical protein CNAG_04820","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",313549,315579,"-",23888196,"-","CNAG_04819","XP_012051945.1",642,"hypothetical protein CNAG_04819","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",315881,317622,"+",23888195,"-","CNAG_04818","XP_012052227.1",453,"hypothetical protein CNAG_04818","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",318017,318723,"+",23888194,"-","CNAG_04817","XP_012052226.1",161,"hypothetical protein CNAG_04817","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",319279,320069,"-",23888193,"-","CNAG_04816","XP_012051946.1",159,"hypothetical protein CNAG_04816","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",320689,321331,"+",23890658,"-","CNAG_07845","XP_012052314.1",190,"hypothetical protein, variant 1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",320689,321331,"+",23890658,"-","CNAG_07845","XP_012052313.1",187,"hypothetical protein, variant 2","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",320689,321503,"+",23890658,"-","CNAG_07845","XP_012051947.1",250,"hypothetical protein CNAG_07845","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",322938,328931,"-",23888192,"-","CNAG_04815","XP_012051948.1",1786,"cytokinesis protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",329258,329685,"+",23888191,"-","CNAG_04814","XP_012051949.1",98,"hypothetical protein CNAG_04814","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",329717,330845,"-",23888190,"-","CNAG_04813","XP_012051950.1",227,"V-type ATPase, C subunit","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",329734,330845,"-",23888190,"-","CNAG_04813","XP_012052225.1",198,"V-type ATPase, C subunit, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",331069,333176,"+",23890659,"-","CNAG_07846","XP_012052315.1",549,"ran-binding protein 3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",333491,334293,"-",23890660,"-","CNAG_07847","XP_012051951.1",238,"hypothetical protein CNAG_07847","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",336658,336990,"-",23888189,"-","CNAG_04810","XP_012052224.1",89,"hypothetical protein CNAG_04810","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",337247,338850,"+",23888188,"-","CNAG_04809","XP_012052223.1",371,"COP9 signalosome complex subunit 5","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",339372,342048,"+",23888187,"-","CNAG_04808","XP_012052222.1",768,"XPG N-terminal domain-containing protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",344828,346024,"+",23888186,"-","CNAG_04807","XP_012052221.1",380,"hypothetical protein CNAG_04807","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",348120,349600,"-",23888185,"-","CNAG_04806","XP_012051952.1",386,"golgi phosphoprotein 3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",349871,351948,"+",23888184,"-","CNAG_04805","XP_012052220.1",491,"peptidyl-prolyl isomerase CWC27","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",352256,355441,"+",23888183,"-","CNAG_04804","XP_012052219.1",1026,"hypothetical protein CNAG_04804","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",357069,361792,"-",23888182,"-","CNAG_04803","XP_012051953.1",1442,"protein transporter SEC31","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",362236,364077,"+",23888181,"-","CNAG_04802","XP_012052218.1",546,"ribosomal RNA-processing protein 9","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",364203,366424,"-",23888180,"-","CNAG_04801","XP_012051954.1",517,"hypothetical protein CNAG_04801","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",367437,369569,"-",23888179,"-","CNAG_04800","XP_012052217.1",510,"phenylalanine-tRNA ligase, alpha subunit","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",370592,371340,"-",23888178,"-","CNAG_04799","XP_012052216.1",139,"large subunit ribosomal protein L14e","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",373076,374064,"+",23888177,"-","CNAG_04798","XP_012052215.1",291,"regulatory protein cys-3","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",374869,376041,"-",23888176,"-","CNAG_04797","XP_012052214.1",355,"signal recognition particle subunit SRP19","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",376381,379013,"+",23888175,"-","CNAG_04796","XP_012052213.1",639,"serine/threonine-protein phosphatase 2B catalytic subunit A1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",379404,380925,"-",23888174,"-","CNAG_04795","XP_012052212.1",433,"adenine nucleotide transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",381415,383533,"-",23888173,"-","CNAG_04794","XP_012052211.1",528,"spermine transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",385271,385775,"+",23888172,"-","CNAG_04793","XP_012052210.1",145,"hypothetical protein CNAG_04793","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",386191,390481,"+",23888171,"-","CNAG_04792","XP_012051955.1",1264,"phosphatidylserine decarboxylase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",391294,392531,"+",23888170,"-","CNAG_04791","XP_012052209.1",396,"hypothetical protein CNAG_04791","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",392661,393768,"-",23888169,"-","CNAG_04790","XP_012052208.1",336,"hypothetical protein CNAG_04790","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",394335,395349,"+",23888168,"-","CNAG_04789","XP_012052207.1",286,"hypothetical protein CNAG_04789","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",395558,402522,"-",23888167,"-","CNAG_04788","XP_012052206.1",2247,"hypothetical protein CNAG_04788","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",403165,404354,"-",23888166,"-","CNAG_04787","XP_012051956.1",280,"membrane protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",404760,408406,"+",23888165,"-","CNAG_04786","XP_012052205.1",1163,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",404760,408406,"+",23888165,"-","CNAG_04786","XP_012051957.1",1165,"hypothetical protein CNAG_04786","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",408849,409341,"+",23888164,"-","CNAG_04785","XP_012052204.1",106,"hypothetical protein CNAG_04785","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",409609,411799,"-",23888163,"-","CNAG_04784","XP_012051958.1",512,"monosaccharide transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",414460,416704,"-",23888162,"-","CNAG_04783","XP_012051959.1",515,"monosaccharide transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",417303,420112,"-",23888161,"-","CNAG_04782","XP_012051960.1",724,"hypothetical protein CNAG_04782","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",417303,419896,"-",23888161,"-","CNAG_04782","XP_012052203.1",652,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",421704,423119,"+",23888160,"-","CNAG_04781","XP_012052201.1",471,"hypothetical protein, variant 1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",421704,423119,"+",23888160,"-","CNAG_04781","XP_012052202.1",471,"hypothetical protein CNAG_04781","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",421704,423119,"+",23888160,"-","CNAG_04781","XP_012052200.1",471,"hypothetical protein, variant 2","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",423662,426019,"-",23890661,"-","CNAG_07848","XP_012051961.1",716,"hypothetical protein CNAG_07848","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",426793,428215,"-",23890662,"-","CNAG_07849","XP_012051962.1",267,"hypothetical protein CNAG_07849","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",429773,430097,"-",23890663,"-","CNAG_07850","XP_012052316.1",86,"hypothetical protein CNAG_07850","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",430814,432486,"-",23890664,"-","CNAG_07851","XP_012052317.1",378,"isocitrate dehydrogenase, NAD-dependent","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",432736,434274,"+",23888159,"-","CNAG_04777","XP_012051963.1",386,"S-adenosylmethionine-dependent methyltransferase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",434524,435825,"-",23888158,"-","CNAG_04776","XP_012052199.1",375,"homoserine dehydrogenase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",435988,436837,"+",23888157,"-","CNAG_04775","XP_012052198.1",240,"hypothetical protein CNAG_04775","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",437190,441379,"-",23888156,"-","CNAG_04774","XP_012052197.1",1121,"nuclear protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",437190,441379,"-",23888156,"-","CNAG_04774","XP_012051964.1",1121,"nuclear protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",443623,445518,"-",23888155,"-","CNAG_04773","XP_012052196.1",457,"hypothetical protein CNAG_04773","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",446847,449093,"-",23888154,"-","CNAG_04772","XP_012052195.1",505,"hypothetical protein CNAG_04772","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",449891,451145,"+",23888153,"rab family, other","CNAG_04771","XP_012051965.1",203,"rab family protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",451460,452771,"+",23888152,"-","CNAG_04770","XP_012052194.1",328,"nucleolar essential protein 1","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",453438,456120,"+",23888151,"-","CNAG_04769","XP_012051966.1",857,"hypothetical protein CNAG_04769","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",453438,456120,"+",23888151,"-","CNAG_04769","XP_012052193.1",857,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",456840,460617,"+",23888150,"-","CNAG_04768","XP_012051967.1",960,"hypothetical protein CNAG_04768","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",460758,462091,"-",23888149,"-","CNAG_04767","XP_012051968.1",389,"hypothetical protein CNAG_04767","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",462521,463033,"-",23888148,"-","CNAG_04766","XP_012052192.1",170,"hypothetical protein CNAG_04766","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",463364,464302,"-",23888147,"-","CNAG_04765","XP_012052191.1",199,"arp2/3 complex 21 kda subunit","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",464658,465496,"+",23888146,"-","CNAG_04764","XP_012051969.1",239,"dihydrofolate reductase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",465682,468475,"-",23888145,"-","CNAG_04763","XP_012051970.1",807,"dolichyl-phosphate-mannose-protein mannosyltransferase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",468740,470017,"+",23888144,"-","CNAG_04762","XP_012052190.1",363,"large subunit ribosomal protein L4e","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",470506,471595,"+",23888143,"-","CNAG_04761","XP_012051971.1",238,"Ras family protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",471990,473144,"-",23888142,"-","CNAG_04760","XP_012051972.1",305,"cytoplasmic protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",474185,476068,"-",23888141,"-","CNAG_04759","XP_012052189.1",491,"hypothetical protein CNAG_04759","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",474185,476068,"-",23888141,"-","CNAG_04759","XP_012052188.1",478,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",477936,479720,"+",23888140,"-","CNAG_04758","XP_012052187.1",496,"amt family ammonium transporter","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",480145,481330,"-",23888139,"-","CNAG_04757","XP_012052186.1",316,"mitochondrial protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",482069,483852,"-",23888138,"-","CNAG_04756","XP_012052185.1",556,"hypothetical protein CNAG_04756","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",486568,492318,"-",23888137,"-","CNAG_04755","XP_012052184.1",1793,"STE/STE11/BCK1 protein kinase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",496476,496763,"-",23890665,"-","CNAG_07852","XP_012052318.1",95,"hypothetical protein CNAG_07852","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",497576,499456,"-",23888136,"-","CNAG_04753","XP_012051973.1",479,"gluconolactonase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",502886,504229,"+",23888135,"-","CNAG_04752","XP_012052183.1",348,"hypothetical protein CNAG_04752","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",504452,505747,"-",23888134,"-","CNAG_04751","XP_012051974.1",398,"hypothetical protein CNAG_04751","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",506082,506358,"+",23890666,"-","CNAG_07853","XP_012051975.1",59,"hypothetical protein CNAG_07853","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",506641,507365,"+",23890667,"-","CNAG_07854","XP_012052319.1",171,"hypothetical protein CNAG_07854","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",508366,509221,"+",23888133,"-","CNAG_04750","XP_012051976.1",232,"hypothetical protein CNAG_04750","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",509251,510467,"-",23888132,"-","CNAG_04749","XP_012052182.1",293,"hypothetical protein CNAG_04749","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",510789,512491,"+",23888131,"-","CNAG_04748","XP_012052181.1",532,"protein OS-9","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",512676,514481,"-",23888130,"-","CNAG_04747","XP_012051977.1",480,"hypothetical protein CNAG_04747","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",515150,517166,"-",23888129,"-","CNAG_04746","XP_012052180.1",603,"hypothetical protein CNAG_04746","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",517454,519691,"+",23888128,"-","CNAG_04745","XP_012052179.1",648,"hypothetical protein CNAG_04745","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",520332,521925,"+",23888127,"-","CNAG_04744","XP_012052178.1",456,"mannose-6-phosphate isomerase, class I","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",522077,523722,"-",23888126,"-","CNAG_04743","XP_012052177.1",468,"oligosaccharyltransferase complex subunit beta","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",523993,525699,"+",23888125,"-","CNAG_04742","XP_012052176.1",502,"DNA primase large subunit","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",526624,528771,"+",23888124,"-","CNAG_04741","XP_012051978.1",663,"endosome protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",529498,532968,"+",23888123,"-","CNAG_04740","XP_012051979.1",972,"hypothetical protein CNAG_04740","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",533226,533694,"-",23888122,"-","CNAG_04739","XP_012052175.1",115,"cytochrome c oxidase assembly protein COX19","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",534276,536730,"+",23888121,"-","CNAG_04738","XP_012052174.1",624,"fimbrin","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",537085,540703,"-",23888120,"-","CNAG_04737","XP_012051980.1",1020,"hypothetical protein CNAG_04737","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",542248,543548,"-",23888119,"-","CNAG_04736","XP_012052173.1",378,"hypothetical protein CNAG_04736","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",544338,547150,"+",23888118,"-","CNAG_04735","XP_012051981.1",831,"extracellular elastinolytic metalloproteinase","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",547606,548895,"+",23888117,"-","CNAG_04734","XP_012052172.1",352,"mitochondrial ornithine carrier protein","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",549226,553811,"+",23888116,"-","CNAG_04733","XP_012052171.1",1355,"DNA repair protein RAD5","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",554169,555542,"-",23888115,"-","CNAG_04732","XP_012052170.1",312,"hypothetical protein CNAG_04732","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",556619,558076,"+",23888114,"-","CNAG_04731","XP_012052169.1",275,"hypothetical protein CNAG_04731","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",558260,561329,"-",23888113,"-","CNAG_04730","XP_012052168.1",838,"hypothetical protein CNAG_04730","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",562690,565642,"-",23888112,"-","CNAG_04729","XP_012052167.1",948,"ATP-dependent RNA helicase DBP7","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",565927,566998,"+",23888111,"-","CNAG_04728","XP_012051982.1",228,"DNA-directed RNA polymerase III subunit RPC8","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",567592,569203,"+",23888110,"-","CNAG_04727","XP_012052166.1",506,"hypothetical protein CNAG_04727","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",569597,570317,"-",23888109,"-","CNAG_04726","XP_012052165.1",172,"large subunit ribosomal protein L18Ae","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",571117,574160,"+",23888108,"-","CNAG_04725","XP_012051983.1",841,"hypothetical protein CNAG_04725","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",571117,573978,"+",23888108,"-","CNAG_04725","XP_012052164.1",782,"hypothetical protein, variant","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",574783,578931,"+",23888107,"-","CNAG_04724","XP_012051984.1",1053,"ubiquitin-protein ligase E3 C","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
"NC_026754.1","10",579160,581019,"-",23888106,"-","CNAG_04723","XP_012051985.1",583,"hypothetical protein CNAG_04723","10","assembled-molecule","10","Chromosome","CP003829.1","=","Primary Assembly",1059964,"na","10","Supercontig_3.10"
